id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos;Longevidade;Sillage;Genero;Genero_Voto;Preco_Voto;Imagem_URL
13655;https://www.fragrantica.com/perfume/lattafa-perfumes/raghba-for-men-25820.html;raghba-for-men;lattafa-perfumes;UAE;men;402;391;;lemon verbena, iris, lemon;violet leaf;sandalwood, ambergris, leather, cedar;unknown;;citrus;woody;powdery;iris;ozonic;downloaded_images\13655_raghba_for_men.jpg;lattafa-perfumes;Moderate;Moderate;Masculino;;;
13659;https://www.fragrantica.com/perfume/maison-alhambra/exclusif-rose-82503.html;exclusif-rose;maison-alhambra;UAE;women;402;60;20220.0;pear, litchi, bergamot;turkish rose, floral notes, peony;rose petals, amber, palisander rosewood, musk;unknown;;amber;floral;rose;woody;sweet;downloaded_images\13659_exclusif_rose.jpg;maison-alhambra;Long Lasting;Moderate;Unissex;;;
13670;https://www.fragrantica.com/perfume/natura/desperte-34628.html;desperte;natura;Brazil;men;402;45;20140.0;nutmeg, bergamot;lavender, violet leaf, artemisia, geranium;vetiver, cedar, sandalowood;ver�nica kato;;fresh spicy;aromatic;lavender;woody;herbal;downloaded_images\13670_desperte.jpg;natura;Moderate;Moderate;Masculino;;;
13671;https://www.fragrantica.com/perfume/natura/humor-2-26109.html;humor-2;natura;Brazil;men;402;324;20060.0;black pepper, lemon, bergamot;ginger, lily-of-the-valley;sandalwood, cedar, musk;unknown;;warm spicy;woody;fresh spicy;citrus;powdery;downloaded_images\13671_humor_2.jpg;natura;Moderate;Moderate;Masculino;;;
13672;https://www.fragrantica.com/perfume/natura/kaiak-aventura-43623.html;kaiak-aventura;natura;Brazil;women;402;459;20170.0;bergamot, mandarin orange, green notes, ozonic notes, pink pepper, grapefruit;peony, jasmine, rose, lily-of-the-valley, lily;musk, sandalwood, cedar, amber;natasha c�t�;ver�nica kato;citrus;floral;white floral;rose;fresh;downloaded_images\13672_kaiak_aventura.jpg;natura;Moderate;Moderate;Feminino;;;
13673;https://www.fragrantica.com/perfume/natura/luna-31811.html;luna;natura;Brazil;women;402;1506;20140.0;italian mandarin, red fruits, pink pepper, apple, peach, plum, co2 extracts;rose oil, turkish rose oil, jasmine sambac, egyptian jasmine, tunisian neroli, violet;patchouli, cedar, musk, sweet notes, vanilla, maltol, amber, co2 extracts;unknown;;rose;citrus;woody;fruity;white floral;downloaded_images\13673_luna.jpg;natura;Moderate;Moderate;Feminino;;;
13674;https://www.fragrantica.com/perfume/natura/sr-n-ambar-26178.html;sr-n-ambar;natura;Brazil;men;402;54;20120.0;woody notes, citruses;cedar, nutmeg, black pepper;amber, patchouli;ver�nica kato;;woody;fresh spicy;amber;citrus;patchouli;downloaded_images\13674_sr_n_ambar.jpg;natura;Moderate;Moderate;Masculino;;;
13675;https://www.fragrantica.com/perfume/natura/noz-peca-e-karite-56452.html;noz-peca-e-karite;natura;Brazil;women;402;45;20160.0;almond, walnut;butter, fruity notes;floral notes, woody notes;ver�nica kato;;nutty;fruity;almond;woody;floral;downloaded_images\13675_noz_peca_e_karite.jpg;natura;Moderate;Intimate;Feminino;;;
13677;https://www.fragrantica.com/perfume/o-boticario/elysee-succes-66821.html;elysee-succes;o-boticario;Brazil;women;402;325;20210.0;plum, cassis, labdanum, bergamot;black rose, may rose, peony, freesia, lily-of-the-valley;agarwood (oud), vanilla, patchouli, cedar, moss, musk;frank voelkl;;fruity;rose;oud;woody;floral;downloaded_images\13677_elysee_succes.jpg;o-boticario;Moderate;Moderate;Unissex;;;
13678;https://www.fragrantica.com/perfume/o-boticario/lady-lily-33499.html;lady-lily;o-boticario;Brazil;women;402;275;20140.0;magnolia, freesia, bitter orange, mandarin orange;white flowers, jasmine, gardenia, peach, ylang-ylang;cedar, musk, sandalowood, amber, vanila, tonka bean, benzoin;christophe raynaud;;white floral;floral;citrus;woody;;downloaded_images\13678_lady_lily.jpg;o-boticario;Moderate;Moderate;Feminino;;;
13679;https://www.fragrantica.com/perfume/o-boticario/malbec-gold-47644.html;malbec-gold;o-boticario;Brazil;men;402;516;20160.0;apple, african ginger, sicilian lemon, mandarin orange, black pepper, artemisia;cinammon, leather, nutmeg, gold, orange blossom, lavender;patchouli, amberwood, vanilla, agarwood, frankincense, cashmeran, labdanum, texas cedar;clito hoedicke;eurico mazzini;woody;warm spicy;amber;patchouli;fresh spicy;downloaded_images\13679_malbec_gold.jpg;o-boticario;Long Lasting;Moderate;Masculino;;;
13680;https://www.fragrantica.com/perfume/o-boticario/thaty-princess-18991.html;thaty-princess;o-boticario;Brazil;women;402;179;20100.0;raspberry, sicilian lemon, grapefruit, mint;jasmine, orchid, iris;vanilla, sandalwood, amber, cedar;sonia constant;;citrus;fruity;sweet;white floral;aromatic;downloaded_images\13680_thaty_princess.jpg;o-boticario;Moderate;Moderate;Feminino;;;
13681;https://www.fragrantica.com/perfume/o-boticario/zaad-mondo-46539.html;zaad-mondo;o-boticario;Brazil;men;402;195;20170.0;juniper, ozonic notes, water notes, green apple, citruses, cardamom;red apple, violet, geranium, sage, blue lavender, freesia;cypriol oil or nagarmotha, sandalwood, cedar, musk, vetiver, patchouli, clearwood;adilson rato;;woody;aromatic;fresh spicy;fresh;fruity;downloaded_images\13681_zaad_mondo.jpg;o-boticario;Moderate;Moderate;Masculino;;;
13712;https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-extreme-68506.html;black-opium-extreme;yves-saint-laurent;France;women;402;1873;20210.0;coffee, cacao;jasmine sambac, orange blossom;bourbon vanilla, patchouli;olivier cresp;;warm spicy;coffee;cacao;vanilla;white floral;downloaded_images\13712_black_opium_extreme.jpg;yves-saint-laurent;Moderate;Moderate;Unissex;;;
13713;https://www.fragrantica.com/perfume/yves-saint-laurent/exquisite-musk-38387.html;exquisite-musk;yves-saint-laurent;France;unisex;402;85;20160.0;ginger;rose, nutmeg, cinnamon;benzoin, musk, patchouli, labdanum, ambergris, agarwood (oud);unknown;;amber;warm spicy;rose;musky;fresh spicy;downloaded_images\13713_exquisite_musk.jpg;yves-saint-laurent;Long Lasting;Enormous;Unissex;;;
13714;https://www.fragrantica.com/perfume/yves-saint-laurent/magnificent-blossom-31050.html;magnificent-blossom;yves-saint-laurent;France;unisex;402;85;20150.0;mandarin orange, bergamot;jasmine sambac, orange blossom, ylang-ylang, saffron;amyris, patchouli;unknown;;white floral;citrus;woody;yellow floral;sweet;downloaded_images\13714_magnificent_blossom.jpg;yves-saint-laurent;Moderate;Enormous;Unissex;;;
13744;https://www.fragrantica.com/perfume/granado/lirio-66243.html;lirio;granado;Brazil;unisex;402;50;20210.0;peach, black pepper, lemon;lily, peony, ac�cia;musk, sandalwood, cedar;leandro petit;;white floral;musky;powdery;woody;fruity;downloaded_images\13744_lirio.jpg;granado;Moderate;Intimate;Unissex;;;
13839;https://www.fragrantica.com/perfume/nuancielo/kairos-61574.html;kairos;nuancielo;Brazil;men;402;45;20200.0;mint, sicilian lemon, green apple;tonka bean, ambroxan, geranium;madagascar vanilla, vetiver, virginia cedar, atlas cedar, oakmoss;unknown;;vanilla;aromatic;green;amber;fresh spicy;downloaded_images\13839_kairos.jpg;nuancielo;Long Lasting;Strong;Masculino;;;
13861;https://www.fragrantica.com/perfume/thera-cosmeticos/bella-57204.html;bella;thera-cosmeticos;Brazil;women;402;43;20180.0;chinese litchi, freesia, dew drop;magnolia, pepper, mandarin orange, jasmine, ginger;musk, amber;m�rio torri neto;;floral;citrus;fresh spicy;fruity;warm spicy;downloaded_images\13861_bella.jpg;thera-cosmeticos;Long Lasting;Strong;Feminino;;;
13866;https://www.fragrantica.com/perfume/sapientiae-niche/djinn-56914.html;djinn;sapientiae-niche;Brazil;unisex;402;66;20180.0;vanilla;cedar, geranium, jasmine;incense, benzoin, black amber, patchouli;sanderson santana;;amber;warm spicy;balsamic;vanilla;woody;downloaded_images\13866_djinn.jpg;sapientiae-niche;Long Lasting;Moderate;Unissex;;;
13936;https://www.fragrantica.com/perfume/al-haramain-perfumes/maze-eau-de-parfum-52170.html;maze-eau-de-parfum;al-haramain-perfumes;UAE;unisex;402;87;;rose, bergamot, vermouth, lemon, davana, geranium, orange;rose, sandalwood, saffron, clove, jasmine, cedar, orchid, orange blossom;sandalwood, patchouli, musk, fruity notes, cashmere wood, cedar, praline, floral notes, tonka bean, amber;unknown;;woody;citrus;warm spicy;aromatic;rose;downloaded_images\13936_maze_eau_de_parfum.jpg;al-haramain-perfumes;Long Lasting;Strong;Unissex;;;
13937;https://www.fragrantica.com/perfume/al-haramain-perfumes/atifa-noir-26539.html;atifa-noir;al-haramain-perfumes;UAE;women;402;47;;oriental notes, vanilla, damask rose, saffron, cinnamon;tagetes, herbal notes, woody notes, saffron;amber, caramel, dahlia, musk, chocolate;christian carbonnel;;amber;warm spicy;sweet;musky;caramel;downloaded_images\13937_atifa_noir.jpg;al-haramain-perfumes;Eternal;Strong;Feminino;;;
13938;https://www.fragrantica.com/perfume/al-haramain-perfumes/opulent-saffron-58863.html;opulent-saffron;al-haramain-perfumes;UAE;unisex;403;67;20190.0;cherry blossom, ylang-ylang, bergamot;amaretto, heliotrope, powdery notes, rose;suede, amber, tonka bean;unknown;;powdery;almond;floral;fruity;leather;downloaded_images\13938_opulent_saffron.jpg;al-haramain-perfumes;Long Lasting;Moderate;Unissex;;;
13939;https://www.fragrantica.com/perfume/armaf/italiano-vivo-27669.html;italiano-vivo;armaf;UAE;women;403;113;;raspberry, rose, geranium;peony, black currant, pink pepper, jasmine;musk, cedar, vanilla;unknown;;fruity;rose;floral;sweet;woody;downloaded_images\13939_italiano_vivo.jpg;armaf;Moderate;Strong;Feminino;;;
13958;https://www.fragrantica.com/perfume/bvlgari/bvlgari-man-the-silver-limited-edition-14172.html;bvlgari-man-the-silver-limited-edition;bvlgari;Italy;men;403;71;20110.0;bergamot, lotus, violet leaf;vetiver, woodsy notes, cypriol oil or nagarmotha, sandalwood;white honey, cashmere wood, amber, benzoin, musk;alberto morillas;;woody;amber;earthy;honey;aromatic;downloaded_images\13958_bvlgari_man_the_silver_limited_edition.jpg;bvlgari;Moderate;Moderate;Masculino;;;
13963;https://www.fragrantica.com/perfume/carolina-herrera/ch-red-gold-8216.html;ch-red-gold;carolina-herrera;USA;women;403;87;20100.0;bergamot;praline, tincture of rose, cinnamon, jasmine;sandalwood, amber, patchouli, virginia cedar;unknown;;woody;warm spicy;sweet;amber;rose;downloaded_images\13963_ch_red_gold.jpg;carolina-herrera;Moderate;Moderate;Feminino;;;
13973;https://www.fragrantica.com/perfume/dior/fahrenheit-228.html;fahrenheit;dior;France;men;403;18355;19880.0;nutmeg flower, lavender, cedar, mandarin orange, chamomile, hawthorn, bergamot, lemon;violet leaf, nutmeg, cedar, sandalwood, carnation, honeysuckle, jasmine, lily-of-the-valley;leather, vetiver, musk, amber, patchouli, tonka bean;unknown;;leather;woody;ozonic;fresh spicy;animalic;downloaded_images\13973_fahrenheit.jpg;dior;Long Lasting;Moderate;Masculino;;;
13974;https://www.fragrantica.com/perfume/dior/rouge-trafalgar-58665.html;rouge-trafalgar;dior;France;women;403;947;20200.0;raspberry, strawberry, cherry, mandarin orange;black currant, grapefruit;musk, patchouli;unknown;;fruity;sweet;citrus;musky;;downloaded_images\13974_rouge_trafalgar.jpg;dior;Moderate;Moderate;Feminino;;;
13978;https://www.fragrantica.com/perfume/giorgio-armani/armani-code-absolu-femme-54302.html;armani-code-absolu-femme;giorgio-armani;Italy;women;403;670;20190.0;neroli, ginger, mandarin orange;tuberose, orange blossom, jasmine;vanilla, tonka bean, sandalwood;unknown;;white floral;vanilla;citrus;tuberose;sweet;downloaded_images\13978_armani_code_absolu_femme.jpg;giorgio-armani;Long Lasting;Strong;Feminino;;;
13979;https://www.fragrantica.com/perfume/giorgio-armani/armani-code-golden-edition-21934.html;armani-code-golden-edition;giorgio-armani;Italy;men;403;38;20130.0;bergamot, lemon;olive blossom, guaiac wood, star anise;leather, tonka bean, tobacco;unknown;;citrus;leather;woody;tobacco;sweet;downloaded_images\13979_armani_code_golden_edition.jpg;giorgio-armani;Moderate;Moderate;Masculino;;;
13980;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-stronger-with-you-only-71505.html;emporio-armani-stronger-with-you-only;giorgio-armani;Italy;men;403;475;20220.0;grapefruit;lavender, geranium;vanilla, chestnut, labdanum;unknown;;vanilla;citrus;lavender;fresh spicy;aromatic;downloaded_images\13980_emporio_armani_stronger_with_you_only.jpg;giorgio-armani;Long Lasting;Moderate;Masculino;;;
13994;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-eau-fraiche-gaultier-airlines-48905.html;le-male-eau-fraiche-gaultier-airlines;jean-paul-gaultier;France;men;403;101;20180.0;mint, neroli, aldehydes;clary sage, sage, woody notes, amber;vanilla, tonka bean, sandalwood;natalie gracia-cetto;;aromatic;vanilla;green;fresh spicy;woody;downloaded_images\13994_le_male_eau_fraiche_gaultier_airlines.jpg;jean-paul-gaultier;Moderate;Moderate;;;;
14003;https://www.fragrantica.com/perfume/lattafa-perfumes/confidential-private-gold-84305.html;confidential-private-gold;lattafa-perfumes;UAE;unisex;403;327;20200.0;peach, pear, passionfruit, raspberry, cassis;lily of the valley;musk, sandalwood, vanilla, patchouli, heliotrope;unknown;;fruity;sweet;fresh;powdery;woody;downloaded_images\14003_confidential_private_gold.jpg;lattafa-perfumes;Moderate;Moderate;Unissex;;;
14004;https://www.fragrantica.com/perfume/lattafa-perfumes/ejaazi-intensive-silver-75901.html;ejaazi-intensive-silver;lattafa-perfumes;UAE;unisex;403;313;20210.0;mandarin orange, grapefruit;cedar, sea notes;amber, moss;unknown;;citrus;woody;amber;marine;aromatic;downloaded_images\14004_ejaazi_intensive_silver.jpg;lattafa-perfumes;Moderate;Moderate;Unissex;;;
14018;https://www.fragrantica.com/perfume/natura/essencial-mirra-63632.html;essencial-mirra;natura;Brazil;women;403;293;20200.0;elemi, black pepper, pink pepper, mandarin orange;pepper, rose, jasmine;myrrh, incense, amber, tolu balsam, patchouli, cashmeran, cedar, vetiver;unknown;;amber;balsamic;warm spicy;aromatic;woody;downloaded_images\14018_essencial_mirra.jpg;natura;Long Lasting;Moderate;Feminino;;;
14019;https://www.fragrantica.com/perfume/natura/essencial-oud-52564.html;essencial-oud;natura;Brazil;women;403;1049;20170.0;pink pepper, black pepper, dried fruits, apricot;rose, priprioca, jasmine, praline, gurjan balsam, cypriol oil or nagarmotha, loukhoum;agarwood (oud), copaiba balm, vanilla, sandalwood, cedar, ambergris, cashmeran, patchouli, musk, ambroxan;pierre-constantin gu�ros;ver�nica kato;woody;oud;balsamic;fresh spicy;powdery;downloaded_images\14019_essencial_oud.jpg;natura;Long Lasting;Moderate;Feminino;;;
14020;https://www.fragrantica.com/perfume/natura/homem-madeiras-33473.html;homem-madeiras;natura;Brazil;men;403;280;20150.0;bergamot, cardamom, ginger, nutmeg;transparent woods, violet leaves, iris flower;vetiver, cedar, cashmeran, amber;ver�nica kato;;woody;aromatic;earthy;warm spicy;citrus;downloaded_images\14020_homem_madeiras.jpg;natura;Moderate;Moderate;Masculino;;;
14021;https://www.fragrantica.com/perfume/natura/meu-primeiro-humor-rock-in-rio-62566.html;meu-primeiro-humor-rock-in-rio;natura;Brazil;women;403;37;20190.0;cassis, pear, citruses;jasmine, lily-of-the-valley, macadamia;amber, musk, sandalwood;ver�nica kato;;fruity;fresh;white floral;green;aromatic;downloaded_images\14021_meu_primeiro_humor_rock_in_rio.jpg;natura;Moderate;Moderate;Feminino;;;
14022;https://www.fragrantica.com/perfume/natura/kaiak-aero-48944.html;kaiak-aero;natura;Brazil;men;403;1032;20180.0;rhubarb, juniper, cardamom;sea notes, geranium, violet leaves;ambrocenide, musk, cedar, sandalowood;natasha c�t�;ver�nica kato;aromatic;marine;woody;green;fruity;downloaded_images\14022_kaiak_aero.jpg;natura;Moderate;Moderate;Masculino;;;
14023;https://www.fragrantica.com/perfume/natura/luna-forca-73002.html;luna-forca;natura;Brazil;women;403;114;20220.0;plum, pink pepper, peach, raspberry, pear, melon, apple, pineapple;paramela, heliotrope, jasmine sambac, orange blossom, gardenia, lily-of-the-valley, magnolia, rose;vanilla, amber, patchouli, coumarin, musk, benzoin, sandalwood, moss, vetiver, coffee, cedar, cashmeran, labdanum;ver�nica kato;;fruity;sweet;white floral;vanilla;woody;downloaded_images\14023_luna_forca.jpg;natura;Moderate;Moderate;Feminino;;;
14024;https://www.fragrantica.com/perfume/natura/frescor-de-pitanga-25976.html;frescor-de-pitanga;natura;Brazil;unisex;403;662;20030.0;bergamot, grapefruit, pitanga, mandarin orange, lime, orange, lemon, basil;peach, cassis, jasmine;sandalwood, musk, moss;unknown;;citrus;fruity;aromatic;fresh spicy;woody;downloaded_images\14024_frescor_de_pitanga.jpg;natura;Moderate;Moderate;Unissex;;;
14025;https://www.fragrantica.com/perfume/natura/sintonia-total-26176.html;sintonia-total;natura;Brazil;men;403;78;20030.0;lime, mandarin orange, bergamot;geranium, sage, black pepper;cedar, musk, sandalwood;unknown;;citrus;fresh spicy;aromatic;woody;herbal;downloaded_images\14025_sintonia_total.jpg;natura;Moderate;Moderate;Masculino;;;
14028;https://www.fragrantica.com/perfume/o-boticario/acqua-di-colonia-fougere-7289.html;acqua-di-colonia-fougere;o-boticario;Brazil;women;403;34;;mint, bergamot, ginger, mandarin orange;green notes, lavender, water notes, geranium;oakmoss, virginia cedar, musk, amber;unknown;;green;aromatic;fresh spicy;citrus;mossy;downloaded_images\14028_acqua_di_colonia_fougere.jpg;o-boticario;Moderate;Intimate;Feminino;;;
14029;https://www.fragrantica.com/perfume/o-boticario/elysee-32261.html;elysee;o-boticario;Brazil;women;403;880;20150.0;pink pepper, mandarin orange, freesia, raspberry, cinnamon, apple, sorbet;rose, floral notes, peony, ylang-ylang;patchouli, musk, australian sandalwood, texas cedar, iris, amber, benzoin, tonka bean, vanilla;hernan f�goli;jacques huclier;floral;woody;rose;powdery;warm spicy;downloaded_images\14029_elysee.jpg;o-boticario;Long Lasting;Moderate;Feminino;;;
14030;https://www.fragrantica.com/perfume/o-boticario/intense-33922.html;intense;o-boticario;Brazil;women;403;225;20150.0;raspberry, grapefruit, bamboo leaf, orange, brazilian mandarin, bergamot;pear, false jasmine, honeysuckle, osmanthus, lotus, lily-of-the-valley;tonka bean, vanilla, amber, musk, cashmere wood, cedar, sandalwood;unknown;;fruity;sweet;vanilla;amber;white floral;downloaded_images\14030_intense.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14031;https://www.fragrantica.com/perfume/o-boticario/intense-oopss-33923.html;intense-oopss;o-boticario;Brazil;women;403;205;20150.0;orange blossom, coriander, sicilian bergamot;bulgarian rose, geranium, lily-of-the-valley, iris;patchouli, tonka bean, musk, virginia cedar, vanilla, sandalwood, amber;joachim correl;;rose;patchouli;aromatic;woody;warm spicy;downloaded_images\14031_intense_oopss.jpg;o-boticario;Moderate;Intimate;Feminino;;;
14032;https://www.fragrantica.com/perfume/o-boticario/liz-sublime-73715.html;liz-sublime;o-boticario;Brazil;women;403;259;20220.0;mandarin orange, sweet orange, bergamot, sage, cardamom;iris, orange blossom, jasmine, mimosa, lily-of-the-valley;peach cream, vanilla, sandalwood, musk, mousse de saxe;emilie bevierre-coppermann;;citrus;powdery;white floral;vanilla;woody;downloaded_images\14032_liz_sublime.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14033;https://www.fragrantica.com/perfume/o-boticario/flor-de-ameixa-56342.html;flor-de-ameixa;o-boticario;Brazil;women;403;150;20160.0;plum, orange blossom, green notes, bergamot, red fruits;plum blossom, bulgarian rose, jasmine sambac, lily-of-the-valley, carnation, gardenia;musk, white sandalwood, vanilla, amber, caramel;unknown;;white floral;floral;fruity;fresh;green;downloaded_images\14033_flor_de_ameixa.jpg;o-boticario;Moderate;Moderate;Feminino;;;
14034;https://www.fragrantica.com/perfume/o-boticario/aguas-baunilha-de-madagascar-42440.html;aguas-baunilha-de-madagascar;o-boticario;Brazil;women;403;92;20160.0;citruses;vanilla;madagascar vanilla;unknown;;vanilla;citrus;powdery;sweet;;downloaded_images\14034_aguas_baunilha_de_madagascar.jpg;o-boticario;Moderate;Intimate;Feminino;;;
14035;https://www.fragrantica.com/perfume/o-boticario/zaad-arctic-82082.html;zaad-arctic;o-boticario;Brazil;men;403;230;20230.0;bergamot, grapefruit, water notes, ice;black tea, cypress, geranium, elemi;amber, oakmoss, cedar;clement gavarry;;citrus;aromatic;fresh spicy;woody;fresh;downloaded_images\14035_zaad_arctic.jpg;o-boticario;Moderate;Moderate;Masculino;;;
14037;https://www.fragrantica.com/perfume/paco-rabanne/black-xs-l-aphrodisiaque-for-women-18898.html;black-xs-l-aphrodisiaque-for-women;paco-rabanne;Spain;women;403;228;20130.0;neroli, nasturtium, bitter orange;datura, peach, rose;vanila, amber;unknown;;white floral;citrus;vanilla;floral;amber;downloaded_images\14037_black_xs_l_aphrodisiaque_for_women.jpg;paco-rabanne;Long Lasting;Moderate;Feminino;;;
14038;https://www.fragrantica.com/perfume/paco-rabanne/olympea-aqua-eau-de-parfum-legere-48759.html;olympea-aqua-eau-de-parfum-legere;paco-rabanne;Spain;women;403;734;20180.0;clementine, lemon blossom;water jasmine, solar notes, water lily;salt, vanilla, ambergris, cashmere wood;fanny bal;loc dong;white floral;citrus;vanilla;salty;amber;downloaded_images\14038_olympea_aqua_eau_de_parfum_legere.jpg;paco-rabanne;Long Lasting;Moderate;Feminino;;;
14039;https://www.fragrantica.com/perfume/paco-rabanne/xs-515.html;xs;paco-rabanne;Spain;men;403;2067;19940.0;bergamot, rosemary, mint, lemon, tarragon, mandarin orange;juniper, brazilian rosewood, sage, bourbon geranium, coriander;sandalwood, musk, oakmoss, cedar, vanilla, patchouli, ambergris;gerard anthony;rosendo mateu;aromatic;woody;fresh spicy;citrus;herbal;downloaded_images\14039_xs.jpg;paco-rabanne;Moderate;Moderate;Masculino;;;
14064;https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-libre-12602.html;l-homme-libre;yves-saint-laurent;France;men;403;2250;20110.0;violet leaf, basil, star anise, bergamot;pink pepper, nutmeg;vetiver, patchouli;carlos benaim;olivier polge;fresh spicy;soft spicy;ozonic;aromatic;green;downloaded_images\14064_l_homme_libre.jpg;yves-saint-laurent;Long Lasting;Moderate;Masculino;;;
14065;https://www.fragrantica.com/perfume/yves-saint-laurent/opium-eau-d-ete-summer-fragrance-2004-12597.html;opium-eau-d-ete-summer-fragrance-2004;yves-saint-laurent;France;women;403;76;20040.0;bergamot, orange, mandarin orange, amalfi lemon;patchouli, carnation, jasmine;myrhh, amber, vanille;unknown;;citrus;amber;warm spicy;patchouli;floral;downloaded_images\14065_opium_eau_d_ete_summer_fragrance_2004.jpg;yves-saint-laurent;Moderate;Strong;Feminino;;;
14097;https://www.fragrantica.com/perfume/amyi/amyi-2-15-69023.html;amyi-2-15;amyi;Brazil;unisex;403;33;20210.0;clove leaf, bergamot;mimosa, lily-of-the-valley, magnolia;vanilla, patchouli, musk, vetiver;sandra casagrande;;powdery;warm spicy;yellow floral;woody;floral;downloaded_images\14097_amyi_2_15.jpg;amyi;Moderate;Moderate;Unissex;;;
14201;https://www.fragrantica.com/perfume/nuancielo/fairy-59802.html;fairy;nuancielo;Brazil;women;403;219;20190.0;litchi, rhubarb, nutmeg, bergamot;turkey red rose, peony, vanilla, musk, petalia;cashmeran, vetiver, cedar;unknown;;rose;floral;fresh;fruity;woody;downloaded_images\14201_fairy.jpg;nuancielo;Long Lasting;Strong;Feminino;;;
14234;https://www.fragrantica.com/perfume/sapientiae-niche/a-gloria-da-manha-56159.html;a-gloria-da-manha;sapientiae-niche;Brazil;unisex;403;34;20160.0;lavender, petitgrain, sicilian lemon, yuzu, bitter almond, black currant, neroli, bergamot, mandarin orange;mint, sandalwood, african geranium, cedar, sage, wildflowers, oak, green apple;oakmoss, palo santo, coumarin, amber, musk, white musk;sanderson santana;;aromatic;woody;citrus;fresh spicy;green;downloaded_images\14234_a_gloria_da_manha.jpg;sapientiae-niche;Long Lasting;Moderate;Unissex;;;
14235;https://www.fragrantica.com/perfume/sapientiae-niche/estelar-78251.html;estelar;sapientiae-niche;Brazil;unisex;403;64;20220.0;star anise, pink pepper, cassis, sicilian bergamot, mandarin orange;chinese cinnamon wood, cedar, cashmeran, iris;tobacco, caramel, agarwood (oud), ambroxan, amber, patchouli;sanderson santana;;soft spicy;anis;tobacco;cinnamon;woody;downloaded_images\14235_estelar.jpg;sapientiae-niche;Long Lasting;Strong;Unissex;;;
14236;https://www.fragrantica.com/perfume/sapientiae-niche/heroin-56990.html;heroin;sapientiae-niche;Brazil;men;403;148;20170.0;almond, absinthe;absinthe, cedar, ylang-ylang;vanilla, resin, sandalowood, leather, patchouli, oakmoss;sanderson santana;;vanilla;almond;woody;sweet;aromatic;downloaded_images\14236_heroin.jpg;sapientiae-niche;Eternal;Enormous;Masculino;;;
14237;https://www.fragrantica.com/perfume/sapientiae-niche/saphir-rose-44903.html;saphir-rose;sapientiae-niche;Brazil;unisex;403;120;20160.0;coffee, geranium, black pepper;rose, jasmine;cacao pod, incense, patchouli, saffron, sandalwood, tuberose;sanderson santana;;warm spicy;rose;cacao;coffee;woody;downloaded_images\14237_saphir_rose.jpg;sapientiae-niche;Long Lasting;Moderate;Unissex;;;
14310;https://www.fragrantica.com/perfume/al-haramain-perfumes/million-19952.html;million;al-haramain-perfumes;UAE;women;404;197;;mango, plum, bergamot;jasmine, ylang-ylang, rose;vanilla, sandalwood, amber, musk, cedar;unknown;;vanilla;sweet;fruity;woody;powdery;downloaded_images\14310_million.jpg;al-haramain-perfumes;Moderate;Moderate;Feminino;;;
14311;https://www.fragrantica.com/perfume/al-haramain-perfumes/white-oudh-36595.html;white-oudh;al-haramain-perfumes;UAE;unisex;404;74;;artemisia, orange, lemon, mandarin orange;freesia, patchouli, black currant;tobacco, amber, musk;unknown;;citrus;tobacco;floral;herbal;sweet;downloaded_images\14311_white_oudh.jpg;al-haramain-perfumes;Long Lasting;Moderate;Unissex;;;
14313;https://www.fragrantica.com/perfume/armaf/derby-club-house-blanche-27693.html;derby-club-house-blanche;armaf;UAE;men;404;520;;water notes, bergamot, orange;green tea, black currant;musk, galbanum, sandalwood;unknown;;green;citrus;fruity;aquatic;fresh;downloaded_images\14313_derby_club_house_blanche.jpg;armaf;Moderate;Moderate;Masculino;;;
14314;https://www.fragrantica.com/perfume/armaf/derby-club-house-gold-men-27689.html;derby-club-house-gold-men;armaf;UAE;men;404;121;;cardamom, spicy notes, bergamot;red apple, pineapple, jasmine;tonka bean, amber, cedar;unknown;;fruity;sweet;warm spicy;amber;aromatic;downloaded_images\14314_derby_club_house_gold_men.jpg;armaf;Moderate;Moderate;Masculino;;;
14315;https://www.fragrantica.com/perfume/armaf/hunter-men-27695.html;hunter-men;armaf;UAE;men;404;326;;grapefruit, cedar needles, rosemary, cardamom;ylang-ylang, tuberose, olibanum;cedar, sandalwood, vetiver;unknown;;woody;aromatic;yellow floral;citrus;fresh spicy;downloaded_images\14315_hunter_men.jpg;armaf;Moderate;Moderate;Masculino;;;
14329;https://www.fragrantica.com/perfume/bvlgari/blv-pour-homme-148.html;blv-pour-homme;bvlgari;Italy;men;404;2366;20010.0;cardamom, sandalwood;ginger, juniper, galanga;tobacco blossom, green leaves, teak wood;alberto morillas;;warm spicy;aromatic;woody;fresh spicy;green;downloaded_images\14329_blv_pour_homme.jpg;bvlgari;Moderate;Moderate;Masculino;;;
