id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos
17852;https://www.fragrantica.com/perfume/yves-saint-laurent/exquisite-embroidery-46242.html;exquisite-embroidery;yves-saint-laurent;France;unisex;414;191;20170.0;nutmeg, ginger;rose, patchouli;ambergris, agarwood (oud), musk;hamid merati-kashani;;rose;amber;fresh spicy;animalic;patchouli;downloaded_images\17852_exquisite_embroidery.jpg;yves-saint-laurent
17853;https://www.fragrantica.com/perfume/yves-saint-laurent/manifesto-l-elixir-18785.html;manifesto-l-elixir;yves-saint-laurent;France;women;414;2458;20130.0;bergamot, mandarin orange;heliotrope, jasmine sambac, tuberose;vanilla, cashmere wood, ambroxan;anne flipo;loc dong;vanilla;powdery;white floral;citrus;amber;downloaded_images\17853_manifesto_l_elixir.jpg;yves-saint-laurent
17854;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-eau-de-printemps-limited-edition-2009-5681.html;paris-eau-de-printemps-limited-edition-2009;yves-saint-laurent;France;women;414;120;20090.0;may rose, violet;peony, honeysuckle, jasmine;sandalwood, musk;unknown;;rose;floral;powdery;violet;fresh;downloaded_images\17854_paris_eau_de_printemps_limited_edition_2.jpg;yves-saint-laurent
17886;https://www.fragrantica.com/perfume/al-wataniah/durrat-al-aroos-78154.html;durrat-al-aroos;al-wataniah;UAE;women;414;119;20220.0;white musk, cypriol oil or nagarmotha;vanilla, saffron, cardamom;guaiac wood, coumarin;unknown;;woody;warm spicy;vanilla;musky;powdery;downloaded_images\17886_durrat_al_aroos.jpg;al-wataniah
17921;https://www.fragrantica.com/perfume/in-the-box/intensity-64361.html;intensity;in-the-box;Brazil;men;414;56;20200.0;lavender;iris, ambrette (musk mallow), pear;virginia cedar, vetiver;unknown;;iris;woody;powdery;earthy;aromatic;downloaded_images\17921_intensity.jpg;in-the-box
17965;https://www.fragrantica.com/perfume/thera-cosmeticos/viena-57272.html;viena;thera-cosmeticos;Brazil;women;414;43;20180.0;blood orange, tangerine;honey, orange blossom, gardenia, jasmine, peach;beeswax, caramel, licorice, patchouli;m�rio torri neto;;white floral;citrus;honey;sweet;animalic;downloaded_images\17965_viena.jpg;thera-cosmeticos
18031;https://www.fragrantica.com/perfume/al-haramain-perfumes/musk-al-ghazal-19627.html;musk-al-ghazal;al-haramain-perfumes;UAE;unisex;415;110;;caraway, anise;musk;woody notes, spicy notes, vanilla, dark chocolate;unknown;;musky;woody;warm spicy;anis;powdery;downloaded_images\18031_musk_al_ghazal.jpg;al-haramain-perfumes
18033;https://www.fragrantica.com/perfume/armaf/tag-him-prestige-27700.html;tag-him-prestige;armaf;UAE;men;415;144;;grapefruit, mint, bergamot;lavender, blood orange, cinnamon, pepper;vanilla, amber, white wood, patchouli;unknown;;citrus;fresh spicy;warm spicy;lavender;aromatic;downloaded_images\18033_tag_him_prestige.jpg;armaf
18034;https://www.fragrantica.com/perfume/armaf/the-pride-of-armaf-for-men-52255.html;the-pride-of-armaf-for-men;armaf;UAE;men;415;259;;lemon, lemon verbena, bergamot;nutmeg, oakmoss, cinnamon;tonka bean, vanilla, sandalwood;unknown;;citrus;vanilla;fresh spicy;aromatic;woody;downloaded_images\18034_the_pride_of_armaf_for_men.jpg;armaf
18048;https://www.fragrantica.com/perfume/bvlgari/blv-notte-pour-femme-149.html;blv-notte-pour-femme;bvlgari;Italy;women;415;1478;20040.0;ginger, galanga, anise, bergamot, mandarin orange;vodka, iris, black locust;dark chocolate, incense, musk, sandalwood, amber, labdanum;alberto morillas;;warm spicy;amber;powdery;vodka;iris;downloaded_images\18048_blv_notte_pour_femme.jpg;bvlgari
18049;https://www.fragrantica.com/perfume/bvlgari/aqva-pour-homme-153.html;aqva-pour-homme;bvlgari;Italy;men;415;7316;20050.0;mandarin orange, orange, petitgrain;seaweed, lavender, cotton flower;virginia cedar, woodsy notes, patchouli, clary sage, amber;jacques cavallier;;citrus;marine;aromatic;aquatic;woody;downloaded_images\18049_aqva_pour_homme.jpg;bvlgari
18050;https://www.fragrantica.com/perfume/bvlgari/bvlgari-eau-parfumee-au-the-vert-extreme-158.html;bvlgari-eau-parfumee-au-the-vert-extreme;bvlgari;Italy;unisex;415;686;19960.0;bergamot, coriander, pepper, orange, orange blossom;cardamom, jasmine, bulgarian rose;green tea, woody notes;jean-claude ellena;;citrus;fresh spicy;aromatic;white floral;green;downloaded_images\18050_bvlgari_eau_parfumee_au_the_vert_extreme.jpg;bvlgari
18055;https://www.fragrantica.com/perfume/carolina-herrera/ch-hot-hot-hot-72700.html;ch-hot-hot-hot;carolina-herrera;USA;women;415;71;20220.0;neroli, aloe vera, grapefruit;ylang-ylang, raspberry, coconut;vanilla, sandalwood, myrhh;v�ronique nyberg;violaine collas;sweet;woody;vanilla;citrus;yellow floral;downloaded_images\18055_ch_hot_hot_hot.jpg;carolina-herrera
18056;https://www.fragrantica.com/perfume/carolina-herrera/stallion-leather-79237.html;stallion-leather;carolina-herrera;USA;unisex;415;85;20230.0;leather, ginger;jasmine, osmanthus;olibanum, labdanum, patchouli;unknown;;leather;amber;animalic;warm spicy;floral;downloaded_images\18056_stallion_leather.jpg;carolina-herrera
18062;https://www.fragrantica.com/perfume/dior/les-creations-de-monsieur-dior-diorissimo-eau-de-parfum-7370.html;les-creations-de-monsieur-dior-diorissimo-eau-de-parfum;dior;France;women;415;560;20090.0;lily-of-the-valley;jasmine;musk;fran�ois demachy;;white floral;fresh;green;;;downloaded_images\18062_les_creations_de_monsieur_dior_diorissim.jpg;dior
18063;https://www.fragrantica.com/perfume/dior/ambre-nuit-new-look-limited-edition-71824.html;ambre-nuit-new-look-limited-edition;dior;France;unisex;415;33;20220.0;bergamot, grapefruit;turkish rose, pink pepper;amber, guaiac wood, patchouli, cedar;fran�ois demachy;;woody;amber;citrus;rose;patchouli;downloaded_images\18063_ambre_nuit_new_look_limited_edition.jpg;dior
18068;https://www.fragrantica.com/perfume/giorgio-armani/armani-code-turquoise-for-men-30324.html;armani-code-turquoise-for-men;giorgio-armani;Italy;men;415;75;20150.0;neroli, grapefruit;olive tree, cedar;musk, guaiac wood, amber;unknown;;woody;citrus;musky;powdery;amber;downloaded_images\18068_armani_code_turquoise_for_men.jpg;giorgio-armani
18069;https://www.fragrantica.com/perfume/giorgio-armani/armani-prive-laque-55409.html;armani-prive-laque;giorgio-armani;Italy;unisex;415;27;20190.0;aldehydes;white flowers, rose;oriental woodsy notes;juliette karagueuzoglou;;white floral;aldehydic;woody;rose;fresh;downloaded_images\18069_armani_prive_laque.jpg;giorgio-armani
18070;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-lui-416.html;emporio-armani-lui;giorgio-armani;Italy;men;415;1422;19980.0;sage, yuzu, apple, bergamot, lemon, pineapple, mandarin orange, cardamom;nutmeg, orris root, cyclamen, jasmine, rose;sandalwood, oakmoss, cedar, musk, tonka bean, amber;alain astori;carlos benaim;woody;citrus;aromatic;powdery;fruity;downloaded_images\18070_emporio_armani_lui.jpg;giorgio-armani
18071;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-for-men-summer-edition-8440.html;emporio-armani-diamonds-for-men-summer-edition;giorgio-armani;Italy;men;415;88;20100.0;amalfi lemon, mint;sea water, floral notes;cacao, woodsy notes;unknown;;aromatic;cacao;citrus;marine;green;downloaded_images\18071_emporio_armani_diamonds_for_men_summer_e.jpg;giorgio-armani
18088;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-l-eau-d-ete-sans-alcohol-6020.html;classique-l-eau-d-ete-sans-alcohol;jean-paul-gaultier;France;women;415;47;20040.0;clementine, sicilian lemon;orange blossom, rose, jasmine;musk, vanilla;unknown;;citrus;white floral;rose;sweet;floral;downloaded_images\18088_classique_l_eau_d_ete_sans_alcohol.jpg;jean-paul-gaultier
18089;https://www.fragrantica.com/perfume/jean-paul-gaultier/fragile-eau-de-toilette-436.html;fragile-eau-de-toilette;jean-paul-gaultier;France;women;415;607;20010.0;mandarin orange, orange, raspberry, pink pepper, lemon;tuberose, orange blossom;musk, woodsy notes;francis kurkdjian;;citrus;white floral;tuberose;sweet;fruity;downloaded_images\18089_fragile_eau_de_toilette.jpg;jean-paul-gaultier
18090;https://www.fragrantica.com/perfume/jean-paul-gaultier/la-belle-55786.html;la-belle;jean-paul-gaultier;France;women;415;6344;20190.0;pear, bergamot;floral notes, leather;vanilla, vetiver, amber, musk;quentin bisch;sonia constant;vanilla;fruity;sweet;powdery;aquatic;downloaded_images\18090_la_belle.jpg;jean-paul-gaultier
18091;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-eau-fraiche-andre-edition-48898.html;le-male-eau-fraiche-andre-edition;jean-paul-gaultier;France;men;415;256;20180.0;mint, aldehydes, neroli;amber, sage, geranium, clary sage, woody notes;vanilla, tonka bean, iso e super, sandalwood;natalie gracia-cetto;;aromatic;vanilla;amber;green;woody;downloaded_images\18091_le_male_eau_fraiche_andre_edition.jpg;jean-paul-gaultier
18092;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-summer-2014-24066.html;le-male-summer-2014;jean-paul-gaultier;France;men;415;62;20140.0;lavender, mint, cardamom;grass, green leaves;vanila, musk, sandalwood;unknown;;green;vanilla;aromatic;lavender;powdery;downloaded_images\18092_le_male_summer_2014.jpg;jean-paul-gaultier
18100;https://www.fragrantica.com/perfume/lattafa-perfumes/maharjan-gold-82798.html;maharjan-gold;lattafa-perfumes;UAE;unisex;415;93;20220.0;pepper, lavender;incense, tuberose, jasmine;caramel, cedarwood, amber, cashmeran;unknown;;amber;caramel;smoky;fresh spicy;woody;downloaded_images\18100_maharjan_gold.jpg;lattafa-perfumes
18101;https://www.fragrantica.com/perfume/lattafa-perfumes/winners-trophy-gold-82621.html;winners-trophy-gold;lattafa-perfumes;UAE;unisex;415;26;20220.0;pink pepper;jasmine, rose;musk, patchouli, vanilla;unknown;;musky;powdery;white floral;patchouli;rose;downloaded_images\18101_winners_trophy_gold.jpg;lattafa-perfumes
18110;https://www.fragrantica.com/perfume/maison-alhambra/montaigne-coco-90595.html;montaigne-coco;maison-alhambra;UAE;women;415;85;;coconut, peach;tiare flower, ylang ylang, jasmine;vanilla, woody notes, white musk;unknown;;vanilla;sweet;coconut;white floral;yellow floral;downloaded_images\18110_montaigne_coco.jpg;maison-alhambra
18119;https://www.fragrantica.com/perfume/natura/pomar-de-citricos-26053.html;pomar-de-citricos;natura;Brazil;women;415;96;20120.0;lemon, sicilian lemon, bergamot, cardamom;rosemary, lily-of-the-valley, geranium, rose;musk, sandalwood, amber, transparent woods;unknown;;citrus;aromatic;fresh spicy;woody;warm spicy;downloaded_images\18119_pomar_de_citricos.jpg;natura
18120;https://www.fragrantica.com/perfume/natura/amis-uva-43541.html;amis-uva;natura;Brazil;women;415;27;20160.0;grapes, cherry, plum;jasmine, lily-of-the-valley, lavender;musk, amber;ver�nica kato;;fruity;sweet;white floral;;;downloaded_images\18120_amis_uva.jpg;natura
18121;https://www.fragrantica.com/perfume/natura/sussurro-26038.html;sussurro;natura;Brazil;women;415;94;20130.0;nutmeg, mandarin orange, herbal notes, pink pepper, cardamom;caramel, cinnamon, coffee, lily-of-the-valley, transparent flowers;amber, musk, sandalwood, cacao, vanilla, tonka bean;alexandra kosinski;;caramel;warm spicy;amber;cinnamon;sweet;downloaded_images\18121_sussurro.jpg;natura
18122;https://www.fragrantica.com/perfume/natura/kriska-delirio-63019.html;kriska-delirio;natura;Brazil;women;415;317;20200.0;lemon zest, guatemalan cardamom, co2 extracts, grapefruit;almond blossom, popcorn, orange blossom, freesia, lily-of-the-valley;chestnut, amber, sandalowood, cashmeran, cedar, vetiver;unknown;;woody;floral;amber;warm spicy;citrus;downloaded_images\18122_kriska_delirio.jpg;natura
18123;https://www.fragrantica.com/perfume/natura/luna-rose-34405.html;luna-rose;natura;Brazil;women;415;375;20150.0;pink pepper, green notes, bergamot, sicilian lemon, watery notes, mandarin orange;rose, peony, violet, lily-of-the-valley, jasmine;musk, cashmeran, vetiver, cedar, indonesian patchouli leaf, sandalwood, tonka bean;ver�nica kato;;musky;green;woody;powdery;soft spicy;downloaded_images\18123_luna_rose.jpg;natura
18124;https://www.fragrantica.com/perfume/natura/luna-valentia-65935.html;luna-valentia;natura;Brazil;women;415;302;20210.0;blackberry, cassis, pink pepper, strawberry, pear, mandarin orange;rose, jasmine, lily-of-the-valley;tonka bean, patchouli, amber, moss, musk;juliette karagueuzoglou;ver�nica kato;fruity;sweet;amber;patchouli;woody;downloaded_images\18124_luna_valentia.jpg;natura
18125;https://www.fragrantica.com/perfume/natura/frescor-de-castanha-25962.html;frescor-de-castanha;natura;Brazil;unisex;415;513;20090.0;lavender, orange, mandarin orange, lemon, green notes, bergamot;jasmine, lily-of-the-valley, ylang-ylang;brazil nut, musk, sandalwood, oakmoss, cedar;ver�nica kato;;white floral;woody;citrus;musky;powdery;downloaded_images\18125_frescor_de_castanha.jpg;natura
18127;https://www.fragrantica.com/perfume/o-boticario/anni-sweety-58349.html;anni-sweety;o-boticario;Brazil;women;415;189;20190.0;red fruits, nectarine, pomegranate;rose, magnolia, water lily;sugar cane, vanilla, musk, sandalowood;unknown;;fruity;sweet;floral;rose;vanilla;downloaded_images\18127_anni_sweety.jpg;o-boticario
18128;https://www.fragrantica.com/perfume/o-boticario/carpe-diem-7294.html;carpe-diem;o-boticario;Brazil;women;415;419;20000.0;lemon, tangerine, pear;honeysuckle, floral notes;musk, sandalwood, cedar;unknown;;citrus;fruity;woody;white floral;powdery;downloaded_images\18128_carpe_diem.jpg;o-boticario
18129;https://www.fragrantica.com/perfume/o-boticario/free-hugs-63806.html;free-hugs;o-boticario;Brazil;women;415;318;20200.0;lavender, lemon, peach, litchi, mandarin orange;aldehydes, violet, skin, camelia, jasmine, ylang-ylang, tuberose;sandalwood, patchouli, benzoin;unknown;;lavender;powdery;aldehydic;fresh;violet;downloaded_images\18129_free_hugs.jpg;o-boticario
18130;https://www.fragrantica.com/perfume/o-boticario/sophie-teens-42917.html;sophie-teens;o-boticario;Brazil;women;415;105;20090.0;pear, litchi, citruses, pineapple;lily-of-the-valley, mimosa, magnolia;vanilla, musk;unknown;;fresh;white floral;fruity;floral;sweet;downloaded_images\18130_sophie_teens.jpg;o-boticario
18131;https://www.fragrantica.com/perfume/o-boticario/doce-tarde-60137.html;doce-tarde;o-boticario;Brazil;women;415;66;20190.0;bergamot, neroli;peony, paradisone;sandalwood, cedar;unknown;;woody;fruity;sweet;;;downloaded_images\18131_doce_tarde.jpg;o-boticario
18132;https://www.fragrantica.com/perfume/o-boticario/floratta-forever-love-31800.html;floratta-forever-love;o-boticario;Brazil;women;415;86;20140.0;mandarin orange, grapefruit, bergamot, black currant;jasmine, lily-of-the-valley, damask rose, orange blossom, freesia;musk, sandalwood, amber, cedar;ver�nica casanova;;citrus;white floral;floral;fruity;woody;downloaded_images\18132_floratta_forever_love.jpg;o-boticario
18133;https://www.fragrantica.com/perfume/o-boticario/glamour-diva-57676.html;glamour-diva;o-boticario;Brazil;women;415;249;20190.0;blackberry, bitter orange, neroli, bergamot;cherry, jasmine, orange blossom, gardenia, peony;vanilla, almond, sandalowood, amber, patchouli;fanny grau;;cherry;sweet;fruity;white floral;vanilla;downloaded_images\18133_glamour_diva.jpg;o-boticario
18134;https://www.fragrantica.com/perfume/o-boticario/glamour-fever-65582.html;glamour-fever;o-boticario;Brazil;women;415;337;20210.0;cinnamon, black pepper, bergamot;orchid pink leopard, jasmine sambac, orange blossom, peony, lily-of-the-valley;vanilla, sandalwood, patchouli, cedar;unknown;;warm spicy;cinnamon;woody;vanilla;white floral;downloaded_images\18134_glamour_fever.jpg;o-boticario
18135;https://www.fragrantica.com/perfume/o-boticario/glamour-just-shine-50892.html;glamour-just-shine;o-boticario;Brazil;women;415;267;20180.0;pink pepper, pear, red berries, peach blossom, bergamot;solar notes, jasmine sambac, jasmine, magnolia, iris;salt, praline, amber, musk, sandalwood, patchouli, vetiver;adilson rato;;sweet;fruity;floral;salty;soft spicy;downloaded_images\18135_glamour_just_shine.jpg;o-boticario
18136;https://www.fragrantica.com/perfume/o-boticario/divine-caviar-56165.html;divine-caviar;o-boticario;Brazil;women;415;104;20190.0;bergamot, mandarin orange, green leaves;ylang-ylang, freesia, jasmine, white lily, rose, orchid;amber, vanilla, moss, sandalwood;eurico mazzini;magali lara;woody;yellow floral;amber;floral;white floral;downloaded_images\18136_divine_caviar.jpg;o-boticario
18137;https://www.fragrantica.com/perfume/o-boticario/uomini-sport-7362.html;uomini-sport;o-boticario;Brazil;men;415;146;;citruses, lavender, chamomile, tarragon;geranium, lily, spices;iris, oakmoss, musk, amber, woodsy notes;unknown;;aromatic;fresh spicy;citrus;herbal;lavender;downloaded_images\18137_uomini_sport.jpg;o-boticario
18170;https://www.fragrantica.com/perfume/yves-saint-laurent/black-opium-sparkle-clash-limited-collector-s-edition-eau-de-parfum-42310.html;black-opium-sparkle-clash-limited-collector-s-edition-eau-de-parfum;yves-saint-laurent;France;women;415;27;20160.0;pink pepper, neroli, pear;coffee, licorice, bitter almond, jasmine;vanilla, patchouli, cashmere wood, cedar;unknown;;woody;coffee;vanilla;warm spicy;soft spicy;downloaded_images\18170_black_opium_sparkle_clash_limited_collec.jpg;yves-saint-laurent
18171;https://www.fragrantica.com/perfume/yves-saint-laurent/libre-eau-de-parfum-collector-edition-2021-69927.html;libre-eau-de-parfum-collector-edition-2021;yves-saint-laurent;France;women;415;61;20210.0;lavender, petitgrain, black currant, mandarin orange;lavender, jasmine, orange blossom;cedar, ambergris, musk, madagascar vanilla;anne flipo;carlos benaim;white floral;woody;lavender;aromatic;citrus;downloaded_images\18171_libre_eau_de_parfum_collector_edition_20.jpg;yves-saint-laurent
18187;https://www.fragrantica.com/perfume/granado/carioca-35719.html;carioca;granado;Brazil;unisex;415;261;20150.0;bergamot, freesia;violet, lily-of-the-valley, jasmine;musk, sandalwood, amber, tonka bean;unknown;;powdery;floral;white floral;musky;citrus;downloaded_images\18187_carioca.jpg;granado
18188;https://www.fragrantica.com/perfume/granado/expedicao-83539.html;expedicao;granado;Brazil;unisex;415;66;20230.0;lemon, black pepper, bergamot;iris, kyara incense, pine;sandalwood, amber, cedar;firmenich;florian gallo;woody;citrus;fresh spicy;amber;aromatic;downloaded_images\18188_expedicao.jpg;granado
18197;https://www.fragrantica.com/perfume/amyi/amyi-i-60768.html;amyi-i;amyi;Brazil;unisex;415;109;20190.0;grapefruit, sicilian lemon, mandarin orange;green notes, black pepper, fig;sandalwood, white amber, labdanum;sandra casagrande;;citrus;green;amber;woody;fresh spicy;downloaded_images\18197_amyi_i.jpg;amyi
18243;https://www.fragrantica.com/perfume/in-the-box/versus-pour-homme-63002.html;versus-pour-homme;in-the-box;Brazil;men;415;136;20190.0;sicilian lemon, neroli, bergamot;sage, blue hyacinth, geranium, may rose;musk, tonka bean, cedar, crystal amber;unknown;;citrus;aromatic;fresh spicy;musky;floral;downloaded_images\18243_versus_pour_homme.jpg;in-the-box
18277;https://www.fragrantica.com/perfume/nuancielo/mead-71569.html;mead;nuancielo;Brazil;men;415;89;20200.0;lavender, bergamot, sicilian lemon;honey, cinnamon, cashmeran, jasmine sambac;tobacco leaf, tonka bean, vanilla;unknown;;sweet;honey;tobacco;vanilla;warm spicy;downloaded_images\18277_mead.jpg;nuancielo
18295;https://www.fragrantica.com/perfume/thera-cosmeticos/soniere-77354.html;soniere;thera-cosmeticos;Brazil;men;415;41;20220.0;sage;brazilian rosewood;narcissus;m�rio torri neto;;aromatic;herbal;yellow floral;soft spicy;woody;downloaded_images\18295_soniere.jpg;thera-cosmeticos
18301;https://www.fragrantica.com/perfume/sapientiae-niche/mary-o-78496.html;mary-o;sapientiae-niche;Brazil;unisex;415;39;20210.0;sicilian lemon, coconut, passionfruit, black currant, sicilian bergamot, rosemary;frangipani, lime, ylang-ylang, cedar;musk, patchouli, oakmoss, ambroxan, heliotrope;sanderson santana;;citrus;tropical;woody;floral;sweet;downloaded_images\18301_mary_o.jpg;sapientiae-niche
18302;https://www.fragrantica.com/perfume/sapientiae-niche/vanille-noir-44914.html;vanille-noir;sapientiae-niche;Brazil;unisex;415;123;20160.0;cloves, nutmeg, rose, cinnamon;apricot, cedar, palisander rosewood, lily-of-the-valley;vanilla, agarwood (oud), tobacco, patchouli, leather, tonka bean, vetiver;sanderson santana;;vanilla;warm spicy;woody;sweet;powdery;downloaded_images\18302_vanille_noir.jpg;sapientiae-niche
18353;https://www.fragrantica.com/perfume/al-haramain-perfumes/musk-al-haramain-70378.html;musk-al-haramain;al-haramain-perfumes;UAE;unisex;415;41;20210.0;fruity notes;rose, violet, lily-of-the-valley;musk, cedar, vanilla, amber;unknown;;powdery;musky;rose;violet;floral;downloaded_images\18353_musk_al_haramain.jpg;al-haramain-perfumes
18354;https://www.fragrantica.com/perfume/armaf/aura-45119.html;aura;armaf;UAE;men;416;188;20150.0;black cardamom, lemon, bergamot, apple;geranium, violet, iris, lavender, pepper;musk, amber, sandalwood, vetiver;unknown;;aromatic;fresh spicy;powdery;citrus;warm spicy;downloaded_images\18354_aura.jpg;armaf
18355;https://www.fragrantica.com/perfume/armaf/white-diamond-27653.html;white-diamond;armaf;UAE;men;416;110;;cardamom, mandarin orange, grapefruit;ylang-ylang, tuberose, cedar, coriander;cedar, vetiver, sandalwood;unknown;;woody;aromatic;citrus;warm spicy;yellow floral;downloaded_images\18355_white_diamond.jpg;armaf
18356;https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-man-34696.html;club-de-nuit-intense-man;armaf;UAE;men;416;16740;20150.0;lemon, pineapple, bergamot, black currant, apple;birch, jasmine, rose;musk, ambergris, patchouli, vanilla;unknown;;citrus;fruity;leather;smoky;woody;downloaded_images\18356_club_de_nuit_intense_man.jpg;armaf
18357;https://www.fragrantica.com/perfume/armaf/ego-exotic-83239.html;ego-exotic;armaf;UAE;women;416;44;20230.0;orange blossom, peach;jasmine sambac, tuberose, rose;musk, sandalwood, praline, iris;unknown;;white floral;powdery;musky;sweet;woody;downloaded_images\18357_ego_exotic.jpg;armaf
18370;https://www.fragrantica.com/perfume/bvlgari/bvlgari-man-extreme-17373.html;bvlgari-man-extreme;bvlgari;Italy;men;416;1841;20130.0;cactus juice, calabrian bergamot, pink grapefruit;guatemalan cardamom, freesia, amber;haitian vetiver, woodsy notes, benzoin;alberto morillas;;citrus;aromatic;woody;green;fresh spicy;downloaded_images\18370_bvlgari_man_extreme.jpg;bvlgari
18371;https://www.fragrantica.com/perfume/bvlgari/man-black-cologne-38188.html;man-black-cologne;bvlgari;Italy;men;416;703;20160.0;rum, citruses, green notes;orange blossom, tuberose;amber, benzoin, sandalwood, musk;alberto morillas;;amber;white floral;citrus;woody;green;downloaded_images\18371_man_black_cologne.jpg;bvlgari
18372;https://www.fragrantica.com/perfume/bvlgari/lazulia-32690.html;lazulia;bvlgari;Italy;women;416;57;20150.0;jasmine;incense;agarwood (oud);daniela (roche) andrier;;white floral;oud;amber;smoky;balsamic;downloaded_images\18372_lazulia.jpg;bvlgari
18373;https://www.fragrantica.com/perfume/bvlgari/veridia-49148.html;veridia;bvlgari;Italy;women;416;99;20180.0;galbanum, angelica, sage, cypress, bergamot, orange;jasmine, incense, pepper;bourbon vanilla, dark chocolate, patchouli, amberwood;alberto morillas;;aromatic;amber;woody;vanilla;warm spicy;downloaded_images\18373_veridia.jpg;bvlgari
18377;https://www.fragrantica.com/perfume/carolina-herrera/212-nyc-body-spray-17475.html;212-nyc-body-spray;carolina-herrera;USA;women;416;107;20120.0;orange blossom, mandarin orange, bergamot, pink grapefruit;gardenia, camellia, iris, lily-of-the-valley;white musk, sandalwood;unknown;;white floral;citrus;powdery;musky;floral;downloaded_images\18377_212_nyc_body_spray.jpg;carolina-herrera
18378;https://www.fragrantica.com/perfume/carolina-herrera/ch-marine-12787.html;ch-marine;carolina-herrera;USA;women;416;61;20110.0;grapefruit, bergamot, bitter orange;water notes, jasmine, rose;leather, musk, sandalwood;unknown;;citrus;aquatic;fresh;fresh spicy;white floral;downloaded_images\18378_ch_marine.jpg;carolina-herrera
18379;https://www.fragrantica.com/perfume/carolina-herrera/ch-pasion-for-her-78640.html;ch-pasion-for-her;carolina-herrera;USA;women;416;88;20230.0;pear, bergamot, violet leaf;madagascar pepper, haitian vetiver, jasmine sambac, petalia;vanilla, vanillin, leather, musk;nisrine bouazzaoui grilli�;quentin bisch;vanilla;fresh spicy;sweet;powdery;fruity;downloaded_images\18379_ch_pasion_for_her.jpg;carolina-herrera
18380;https://www.fragrantica.com/perfume/carolina-herrera/call-me-darling-77691.html;call-me-darling;carolina-herrera;USA;women;416;56;20220.0;cherry milk;orange blossom;tonka bean;sonia constant;;white floral;sweet;vanilla;citrus;amber;downloaded_images\18380_call_me_darling.jpg;carolina-herrera
18388;https://www.fragrantica.com/perfume/dior/dior-homme-cologne-1770.html;dior-homme-cologne;dior;France;men;416;338;20070.0;mandarin orange, bergamot, neroli, lavender, cardamom, sage;iris;vetiver, cacao, leather, amber, patchouli;francis kurkdjian;;citrus;aromatic;iris;woody;warm spicy;downloaded_images\18388_dior_homme_cologne.jpg;dior
18389;https://www.fragrantica.com/perfume/dior/les-creations-de-monsieur-dior-diorissimo-extrait-de-parfum-7368.html;les-creations-de-monsieur-dior-diorissimo-extrait-de-parfum;dior;France;women;416;67;20090.0;ylang-ylang;lily-of-the-valley;jasmine;unknown;;white floral;fresh;yellow floral;green;sweet;downloaded_images\18389_les_creations_de_monsieur_dior_diorissim.jpg;dior
18390;https://www.fragrantica.com/perfume/dior/spice-blend-56055.html;spice-blend;dior;France;unisex;416;678;20190.0;rum, ginger;pink pepper, cinnamon, black pepper, cloves, nutmeg, coriander;bay leaf, woodsy notes;fran�ois demachy;;warm spicy;fresh spicy;soft spicy;cinnamon;rum;downloaded_images\18390_spice_blend.jpg;dior
18391;https://www.fragrantica.com/perfume/dior/miss-dior-cherie-eau-de-toilette-2010-8208.html;miss-dior-cherie-eau-de-toilette-2010;dior;France;women;416;1461;20100.0;fruity notes, tuberose, jasmine, freesia, lily-of-the-valley, african orange flower;praline, popcorn, vanille;patchouli;fran�ois demachy;;sweet;vanilla;fruity;lactonic;patchouli;downloaded_images\18391_miss_dior_cherie_eau_de_toilette_2010.jpg;dior
18392;https://www.fragrantica.com/perfume/dior/hypnotic-poison-eau-de-parfum-23098.html;hypnotic-poison-eau-de-parfum;dior;France;women;416;3987;20140.0;licorice, almond;jasmine sambac, orange blossom;vanilla, tonka bean;fran�ois demachy;;vanilla;sweet;soft spicy;almond;white floral;downloaded_images\18392_hypnotic_poison_eau_de_parfum.jpg;dior
18393;https://www.fragrantica.com/perfume/dior/hypnotic-poison-eau-sensuelle-9600.html;hypnotic-poison-eau-sensuelle;dior;France;women;416;3993;20100.0;orange blossom, ylang-ylang, rose;orchid, tuberose, green notes;vanilla, sandalwood, musk, woody notes;fran�ois demachy;;vanilla;sweet;powdery;woody;white floral;downloaded_images\18393_hypnotic_poison_eau_sensuelle.jpg;dior
18399;https://www.fragrantica.com/perfume/giorgio-armani/armani-code-satin-31664.html;armani-code-satin;giorgio-armani;Italy;women;416;1561;20150.0;ginger, sorbet, pear;orange blossom, neroli, jasmine;vanilla, cacao, praline, patchouli;unknown;;sweet;warm spicy;white floral;vanilla;cacao;downloaded_images\18399_armani_code_satin.jpg;giorgio-armani
