id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos
20224;https://www.fragrantica.com/perfume/yves-saint-laurent/opium-poesie-de-chine-pour-femme-2692.html;opium-poesie-de-chine-pour-femme;yves-saint-laurent;France;women;423;324;20080.0;ginger, tangerine, mandarin orange, citruses;magnolia, jasmine;myrhh, patchouli, vanilla, musk;unknown;;citrus;warm spicy;amber;sweet;floral;downloaded_images\20224_opium_poesie_de_chine_pour_femme.jpg;yves-saint-laurent
20225;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-eau-de-printemps-limited-edition-2002-4211.html;paris-eau-de-printemps-limited-edition-2002;yves-saint-laurent;France;women;423;57;20020.0;hyacinth, bergamot, geranium, hawthorn;violet, rose, mimosa, lily, orange blossom;vetiver, sandalwood, musk;unknown;;floral;powdery;fresh spicy;rose;woody;downloaded_images\20225_paris_eau_de_printemps_limited_edition_2.jpg;yves-saint-laurent
20238;https://www.fragrantica.com/perfume/granado/violeta-60204.html;violeta;granado;Brazil;unisex;423;70;20200.0;carrot seeds, pink pepper, juniper;violet, iris, cedar;ambrette (musk mallow), sandalwood, amber;leandro petit;;powdery;violet;woody;iris;musky;downloaded_images\20238_violeta.jpg;granado
20281;https://www.fragrantica.com/perfume/in-the-box/euphoria-sensuale-56475.html;euphoria-sensuale;in-the-box;Brazil;unisex;423;43;20190.0;acai berry, grapefruit, sicilian lemon;iris, apple, rose, jasmine sambac;vanilla, tonka bean, musk, patchouli, cedar;unknown;;vanilla;fruity;powdery;citrus;rose;downloaded_images\20281_euphoria_sensuale.jpg;in-the-box
20326;https://www.fragrantica.com/perfume/thera-cosmeticos/aspen-61076.html;aspen;thera-cosmeticos;Brazil;men;423;56;20200.0;lavender, green notes, artemisia, bergamot, rosemary, coriander, neroli, cinnamon;pine, juniper berries, tarragon, orris, clove, jasmine, caraway, lily-of-the-valley, rose, geranium;oakmoss, musk, coconut, cedar, leather, tonka bean, amber, patchouli, vetiver, sandalwood;m�rio torri neto;;aromatic;woody;fresh spicy;green;mossy;downloaded_images\20326_aspen.jpg;thera-cosmeticos
20327;https://www.fragrantica.com/perfume/thera-cosmeticos/hazor-gold-77438.html;hazor-gold;thera-cosmeticos;Brazil;men;423;31;20210.0;sicilian lemon, mint, bergamot, grapefruit;cedar, geranium, jasmine;vanilla, amber;unknown;;citrus;aromatic;fresh spicy;vanilla;woody;downloaded_images\20327_hazor_gold.jpg;thera-cosmeticos
20328;https://www.fragrantica.com/perfume/thera-cosmeticos/kyra-57231.html;kyra;thera-cosmeticos;Brazil;women;423;47;20120.0;star anise, pineapple, lemon, brazilian rosewood;licorice, jasmine, rose, lily-of-the-valley;almond, heliotrope, vanilla, tonka bean;m�rio torri neto;;soft spicy;anis;sweet;vanilla;almond;downloaded_images\20328_kyra.jpg;thera-cosmeticos
20366;https://www.fragrantica.com/perfume/al-haramain-perfumes/lamsa-gold-41638.html;lamsa-gold;al-haramain-perfumes;UAE;women;424;55;;grapes, apple, citruses;jasmine, rose;vanilla, musk;unknown;;vanilla;powdery;musky;fruity;sweet;downloaded_images\20366_lamsa_gold.jpg;al-haramain-perfumes
20367;https://www.fragrantica.com/perfume/armaf/derby-club-house-gold-27660.html;derby-club-house-gold;armaf;UAE;women;424;94;;black currant, mandarin orange, bergamot, orange;heliotrope, tuberose, jasmine;vanilla, tonka bean, cashmeran;unknown;;vanilla;powdery;white floral;amber;sweet;downloaded_images\20367_derby_club_house_gold.jpg;armaf
20368;https://www.fragrantica.com/perfume/armaf/odyssey-tyrant-special-edition-83135.html;odyssey-tyrant-special-edition;armaf;UAE;men;424;67;20230.0;grapefruit, citruses;geranium, elemi, lavender, pepper;ambroxan, cedar, vetiver, woody notes;unknown;;citrus;fresh spicy;aromatic;amber;woody;downloaded_images\20368_odyssey_tyrant_special_edition.jpg;armaf
20376;https://www.fragrantica.com/perfume/bvlgari/zahira-32689.html;zahira;bvlgari;Italy;women;424;133;20150.0;cinnamon;ylang-ylang;benzoin;daniela (roche) andrier;;yellow floral;warm spicy;cinnamon;amber;sweet;downloaded_images\20376_zahira.jpg;bvlgari
20381;https://www.fragrantica.com/perfume/carolina-herrera/212-vip-black-46093.html;212-vip-black;carolina-herrera;USA;men;424;2193;20170.0;absinthe, anise, fennel;lavender;black vanilla husk, musk;anne flipo;carlos benaim;aromatic;vanilla;soft spicy;anis;musky;downloaded_images\20381_212_vip_black.jpg;carolina-herrera
20382;https://www.fragrantica.com/perfume/carolina-herrera/212-vip-men-party-fever-49809.html;212-vip-men-party-fever;carolina-herrera;USA;men;424;368;20180.0;red apple, citruses, ginger, juniper berries, tamarind;cannabis, geranium, freesia;tonka bean, cedar, musk, vetiver, olibanum;unknown;;aromatic;fresh spicy;citrus;cannabis;warm spicy;downloaded_images\20382_212_vip_men_party_fever.jpg;carolina-herrera
20383;https://www.fragrantica.com/perfume/carolina-herrera/ch-queens-54661.html;ch-queens;carolina-herrera;USA;women;424;124;20190.0;pink grapefruit, seaweed, neroli;coconut, ylang-ylang, peony;vanilla, sandalwood;v�ronique nyberg;;vanilla;coconut;sweet;yellow floral;woody;downloaded_images\20383_ch_queens.jpg;carolina-herrera
20384;https://www.fragrantica.com/perfume/carolina-herrera/bergamot-bloom-45724.html;bergamot-bloom;carolina-herrera;USA;unisex;424;71;20170.0;bergamot, lemon, ginger;jasmine, pink pepper;ambroxan, vetiver, patchouli;unknown;;citrus;aromatic;white floral;woody;warm spicy;downloaded_images\20384_bergamot_bloom.jpg;carolina-herrera
20393;https://www.fragrantica.com/perfume/dior/sweet-sun-1295.html;sweet-sun;dior;France;women;424;223;20040.0;mandarin orange, orange;tiare flower, ginger, jasmine, coconut;vanilla, musk;unknown;;citrus;white floral;vanilla;sweet;warm spicy;downloaded_images\20393_sweet_sun.jpg;dior
20394;https://www.fragrantica.com/perfume/dior/eau-sauvage-extreme-2010-72771.html;eau-sauvage-extreme-2010;dior;France;men;424;241;20100.0;sicilian lemon, bergamot, grapefruit;elemi, lavender, basil, mint, jasmine;virginia cedar, oakmoss, vetiver, patchouli;fran�ois demachy;;aromatic;citrus;fresh spicy;woody;green;downloaded_images\20394_eau_sauvage_extreme_2010.jpg;dior
20395;https://www.fragrantica.com/perfume/dior/j-adore-l-or-10371.html;j-adore-l-or;dior;France;women;424;2538;20100.0;jasmine, rose;vanille, tonka bean;amber, french labdanum, patchouli;fran�ois demachy;;vanilla;amber;white floral;rose;sweet;downloaded_images\20395_j_adore_l_or.jpg;dior
20396;https://www.fragrantica.com/perfume/dior/bois-d-argent-1377.html;bois-d-argent;dior;France;unisex;424;2234;20040.0;iris, cypress, juniper berries;myrhh, patchouli;woodsy notes, honey, vanilla, amber, resins, musk, leather;annick menardo;;amber;woody;powdery;iris;sweet;downloaded_images\20396_bois_d_argent.jpg;dior
20397;https://www.fragrantica.com/perfume/dior/miss-dior-blooming-bouquet-roller-pearl-48407.html;miss-dior-blooming-bouquet-roller-pearl;dior;France;women;424;343;20180.0;sicilian mandarin, bergamot;peony, damask rose, peach, apricot;white musk;fran�ois demachy;;rose;floral;citrus;fresh;fruity;downloaded_images\20397_miss_dior_blooming_bouquet_roller_pearl.jpg;dior
20402;https://www.fragrantica.com/perfume/giorgio-armani/armani-code-profumo-34761.html;armani-code-profumo;giorgio-armani;Italy;men;424;4883;20160.0;cardamom, green apple, green mandarin;nutmeg, lavender, orange blossom;tonka bean, amber, leather;antoine maisondieu;;amber;vanilla;warm spicy;aromatic;leather;downloaded_images\20402_armani_code_profumo.jpg;giorgio-armani
20403;https://www.fragrantica.com/perfume/giorgio-armani/a-milano-69489.html;a-milano;giorgio-armani;Italy;unisex;424;41;20210.0;citruses, citron, elemi;wild lavender, cypress;orris root, white musk;unknown;;citrus;aromatic;fresh;iris;fresh spicy;downloaded_images\20403_a_milano.jpg;giorgio-armani
20404;https://www.fragrantica.com/perfume/giorgio-armani/armani-eau-pour-homme-409.html;armani-eau-pour-homme;giorgio-armani;Italy;men;424;1551;19840.0;lemon, bergamot, mandarin orange, green orange, basil;lavender, nutmeg, carnation, jasmine, lily, rose, cinnamon;oakmoss, vetiver, cedar, sandalwood, musk, patchouli;roger pellegrino;;citrus;aromatic;fresh spicy;woody;earthy;downloaded_images\20404_armani_eau_pour_homme.jpg;giorgio-armani
20425;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-gold-collection-4723.html;classique-gold-collection;jean-paul-gaultier;France;women;424;38;20080.0;rose, star anise;orange blossom, ginger;amber, vanilla;unknown;;white floral;amber;soft spicy;vanilla;rose;downloaded_images\20425_classique_gold_collection.jpg;jean-paul-gaultier
20430;https://www.fragrantica.com/perfume/lattafa-perfumes/adeeb-74053.html;adeeb;lattafa-perfumes;UAE;unisex;424;129;20200.0;tobacco, cinnamon, vanilla;thyme, spices, agarwood (oud), herbal notes, smoke, cloves;patchouli, cedar, sandalwood, musk, black amber;unknown;;woody;warm spicy;aromatic;oud;patchouli;downloaded_images\20430_adeeb.jpg;lattafa-perfumes
20431;https://www.fragrantica.com/perfume/lattafa-perfumes/ra-ed-silver-75900.html;ra-ed-silver;lattafa-perfumes;UAE;unisex;424;311;20210.0;citruses, spices, mandarin orange;cinnamon, amber, cloves, saffron;vanilla, musk, leather, ambergris, agarwood (oud);unknown;;warm spicy;citrus;vanilla;amber;powdery;downloaded_images\20431_ra_ed_silver.jpg;lattafa-perfumes
20432;https://www.fragrantica.com/perfume/lattafa-perfumes/eternal-oud-78155.html;eternal-oud;lattafa-perfumes;UAE;unisex;424;1065;20220.0;plum, grapefruit;heliotrope, orchid;amber, benzoin, vanilla, labdanum, tonka bean, agarwood (oud);unknown;;amber;vanilla;sweet;powdery;fruity;downloaded_images\20432_eternal_oud.jpg;lattafa-perfumes
20437;https://www.fragrantica.com/perfume/maison-alhambra/karat-89049.html;karat;maison-alhambra;UAE;unisex;424;41;20220.0;peach, pear, passionfruit, raspberry, herbal notes, earthy notes, cassis;lily of the valley;musk, vanilla, sandalwood, patchouli, heliotrope;unknown;;fruity;sweet;powdery;musky;vanilla;downloaded_images\20437_karat.jpg;maison-alhambra
20438;https://www.fragrantica.com/perfume/maison-alhambra/lovely-cherie-79944.html;lovely-cherie;maison-alhambra;UAE;unisex;424;725;;bitter almond, rose;cherry, black cherry, amber;tonka bean, toffee, peru balsam;unknown;;cherry;sweet;almond;amber;nutty;downloaded_images\20438_lovely_cherie.jpg;maison-alhambra
20439;https://www.fragrantica.com/perfume/maison-alhambra/toscano-leather-79942.html;toscano-leather;maison-alhambra;UAE;unisex;424;474;20220.0;animal notes, saffron, thyme;leather, woody notes, incense, raspberry, jasmine;leather, amber;unknown;;leather;animalic;amber;smoky;woody;downloaded_images\20439_toscano_leather.jpg;maison-alhambra
20443;https://www.fragrantica.com/perfume/natura/biografia-assinatura-58313.html;biografia-assinatura;natura;Brazil;women;424;553;20190.0;almond, mandarin orange, pear;vanilla, tuberose, jasmine, coumarin, rose;priprioca, amber, musk, patchouli;ver�nica kato;;almond;vanilla;sweet;fruity;white floral;downloaded_images\20443_biografia_assinatura.jpg;natura
20444;https://www.fragrantica.com/perfume/natura/luna-floral-46831.html;luna-floral;natura;Brazil;women;424;178;20170.0;pink pepper, bergamot, red fruits;honey, violet, floral notes, lily-of-the-valley;patchouli, cedar, musk;unknown;;floral;white floral;woody;honey;powdery;downloaded_images\20444_luna_floral.jpg;natura
20445;https://www.fragrantica.com/perfume/natura/mate-green-mate-verde-26028.html;mate-green-mate-verde;natura;Brazil;men;424;289;20120.0;mate, bergamot, mandarin orange;guaiac wood, violet, lily-of-the-valley, lotus;vetiver, moss, patchouli, musk, amber, tonka bean;carmita magalhaes;;aromatic;woody;citrus;fresh spicy;earthy;downloaded_images\20445_mate_green_mate_verde.jpg;natura
20446;https://www.fragrantica.com/perfume/natura/revelar-momentos-26144.html;revelar-momentos;natura;Brazil;women;424;72;20120.0;black currant, blueberry, mandarin orange, bergamot;gardenia, jasmine, violet, lily-of-the-valley;benzoin, vanilla, tonka bean, sandalwood;sonia constant;;vanilla;amber;white floral;warm spicy;powdery;downloaded_images\20446_revelar_momentos.jpg;natura
20449;https://www.fragrantica.com/perfume/o-boticario/dreams-38020.html;dreams;o-boticario;Brazil;women;424;189;19910.0;green leaves, bergamot, apple;rose, violet, lily-of-the-valley;musk, spicy notes, sandalwood, vanilla;unknown;;green;powdery;rose;violet;floral;downloaded_images\20449_dreams.jpg;o-boticario
20450;https://www.fragrantica.com/perfume/o-boticario/alchemists-neroli-66038.html;alchemists-neroli;o-boticario;Brazil;unisex;424;79;20200.0;bergamot, lemon, green notes, mandarin orange;neroli, jasmine, rose, magnolia;musk, amber, cedar;carlos benaim;;citrus;green;white floral;floral;aromatic;downloaded_images\20450_alchemists_neroli.jpg;o-boticario
20451;https://www.fragrantica.com/perfume/o-boticario/alchemists-rose-66037.html;alchemists-rose;o-boticario;Brazil;unisex;424;66;20200.0;pink grapefruit;may rose, litchi;musk, cedar;vicent schaller;;rose;musky;fruity;tropical;citrus;downloaded_images\20451_alchemists_rose.jpg;o-boticario
20452;https://www.fragrantica.com/perfume/o-boticario/cuide-se-bem-lavandinha-52641.html;cuide-se-bem-lavandinha;o-boticario;Brazil;unisex;424;147;20180.0;lavender, strawberry, pineapple;lily-of-the-valley, rose, geranium;powdery notes, musk, vanilla, woody notes;unknown;;powdery;lavender;musky;aromatic;fresh spicy;downloaded_images\20452_cuide_se_bem_lavandinha.jpg;o-boticario
20453;https://www.fragrantica.com/perfume/o-boticario/egeo-bomb-black-53323.html;egeo-bomb-black;o-boticario;Brazil;men;424;677;20190.0;bergamot, apple, mint, lemon, green leaves, artemisia;leather, cedar, moss, lily-of-the-valley, immortelle;caramel, sugar, amber, vanilla, tiramisu, sandalwood, patchouli, musk;unknown;;sweet;caramel;leather;vanilla;animalic;downloaded_images\20453_egeo_bomb_black.jpg;o-boticario
20454;https://www.fragrantica.com/perfume/o-boticario/ma-cherie-8315.html;ma-cherie;o-boticario;Brazil;women;424;882;19970.0;bergamot, green notes;lavender;musk, powdery notes, sandalwood;unknown;;lavender;powdery;aromatic;musky;fresh spicy;downloaded_images\20454_ma_cherie.jpg;o-boticario
20455;https://www.fragrantica.com/perfume/o-boticario/quinoa-57532.html;quinoa;o-boticario;Brazil;women;424;169;20190.0;vanilla, amber, sandalwood, myrhh, tonka bean, musk, patchouli;nutmeg, magnolia, lilac;vanilla, amber, caramel, white sandalwood, musk;fabienne coupaye;;amber;vanilla;powdery;sweet;caramel;downloaded_images\20455_quinoa.jpg;o-boticario
20456;https://www.fragrantica.com/perfume/o-boticario/aguas-de-lichia-40927.html;aguas-de-lichia;o-boticario;Brazil;women;424;42;20130.0;litchi, black currant;floral notes;amber, vanilla, musk;unknown;;fruity;amber;tropical;floral;fresh;downloaded_images\20456_aguas_de_lichia.jpg;o-boticario
20458;https://www.fragrantica.com/perfume/paco-rabanne/black-xs-l-aphrodisiaque-for-men-18899.html;black-xs-l-aphrodisiaque-for-men;paco-rabanne;Spain;men;424;201;20130.0;cinnamon, saffron;honey, orange blossom, cypress;praline, leather, almond;olivier cresp;;sweet;honey;warm spicy;leather;cinnamon;downloaded_images\20458_black_xs_l_aphrodisiaque_for_men.jpg;paco-rabanne
20459;https://www.fragrantica.com/perfume/paco-rabanne/ultraviolet-colours-of-summer-2728.html;ultraviolet-colours-of-summer;paco-rabanne;Spain;women;424;63;20060.0;grapefruit, pink pepper;osmanthus;sandalwood, vanille;unknown;;citrus;floral;soft spicy;fruity;woody;downloaded_images\20459_ultraviolet_colours_of_summer.jpg;paco-rabanne
20463;https://www.fragrantica.com/perfume/prada/infusion-d-homme-3794.html;infusion-d-homme;prada;Italy;men;424;2550;20080.0;neroli, mandarin orange;iris, vetiver, galbanum, cedar;powdery notes, olibanum, benzoin;daniela (roche) andrier;;powdery;iris;woody;amber;aromatic;downloaded_images\20463_infusion_d_homme.jpg;prada
20464;https://www.fragrantica.com/perfume/prada/infusion-d-iris-l-eau-d-iris-17591.html;infusion-d-iris-l-eau-d-iris;prada;Italy;women;424;328;20130.0;mint, tunisian neroli;iris, lily-of-the-valley, pink nerium oleander, orange blossom, rose;white musk, woody notes, vanilla;daniela (roche) andrier;;white floral;green;powdery;iris;floral;downloaded_images\20464_infusion_d_iris_l_eau_d_iris.jpg;prada
20465;https://www.fragrantica.com/perfume/prada/purple-rain-32194.html;purple-rain;prada;Italy;unisex;424;164;20150.0;galbanum, bergamot;iris, neroli, hedione, rose;vetiver, violet, white musk, cedar, iso e super, sandalwood;daniela (roche) andrier;;powdery;woody;iris;violet;earthy;downloaded_images\20465_purple_rain.jpg;prada
20488;https://www.fragrantica.com/perfume/yves-saint-laurent/in-love-again-104.html;in-love-again;yves-saint-laurent;France;women;424;1659;19980.0;grapefruit, black currant, cassia, blueberry, vodka, apple;grapefruit, rose, water lily;tomato, blackberry, musk, sandalwood;jean-claude ellena;;fruity;aromatic;green;citrus;fresh spicy;downloaded_images\20488_in_love_again.jpg;yves-saint-laurent
20489;https://www.fragrantica.com/perfume/yves-saint-laurent/vinyle-40933.html;vinyle;yves-saint-laurent;France;unisex;424;283;20160.0;pink pepper, bergamot;myrrh, immortelle;vanilla, resins, anise;juliette karagueuzoglou;;amber;sweet;vanilla;warm spicy;balsamic;downloaded_images\20489_vinyle.jpg;yves-saint-laurent
20490;https://www.fragrantica.com/perfume/yves-saint-laurent/splendid-wood-le-vestiaire-des-parfums-46240.html;splendid-wood-le-vestiaire-des-parfums;yves-saint-laurent;France;unisex;424;171;20170.0;cardamom, incense;rose, jasmine sambac;agarwood (oud), cedar, cypriol oil or nagarmotha;amandine clerc-marie;marie salamagne;woody;warm spicy;oud;aromatic;amber;downloaded_images\20490_splendid_wood_le_vestiaire_des_parfums.jpg;yves-saint-laurent
20491;https://www.fragrantica.com/perfume/yves-saint-laurent/opium-collector-s-edition-2013-20028.html;opium-collector-s-edition-2013;yves-saint-laurent;France;women;424;86;20130.0;mandarin orange, bergamot, lily-of-the-valley;myrrh, cloves, jasmine sambac;amber, opoponax, patchouli, vanilla;unknown;;amber;warm spicy;citrus;white floral;balsamic;downloaded_images\20491_opium_collector_s_edition_2013.jpg;yves-saint-laurent
20532;https://www.fragrantica.com/perfume/in-the-box/codice-uno-64329.html;codice-uno;in-the-box;Brazil;men;424;46;20200.0;green mandarin, apple;carrot seeds, rum, nutmeg, orange blossom;tonka bean, woodsy notes, vanilla;unknown;;vanilla;woody;powdery;sweet;amber;downloaded_images\20532_codice_uno.jpg;in-the-box
20603;https://www.fragrantica.com/perfume/al-haramain-perfumes/vintage-classic-48765.html;vintage-classic;al-haramain-perfumes;UAE;men;425;28;;pink pepper, carrot seeds, mandarin orange, elemi resin, black pepper;violet leaf, cinnamon, artemisia;suede, musk, sandalwood, vetiver, vanilla;unknown;;musky;ozonic;powdery;aquatic;aromatic;downloaded_images\20603_vintage_classic.jpg;al-haramain-perfumes
20612;https://www.fragrantica.com/perfume/carolina-herrera/chic-for-men-293.html;chic-for-men;carolina-herrera;USA;men;425;3094;20030.0;watermelon, cardamom, lemon, bergamot, mandarin orange;pepper, cinnamon;sandalwood, musk, tonka bean, amber, cedar;unknown;;warm spicy;citrus;fresh spicy;ozonic;aquatic;downloaded_images\20612_chic_for_men.jpg;carolina-herrera
20613;https://www.fragrantica.com/perfume/carolina-herrera/herrera-for-men-289.html;herrera-for-men;carolina-herrera;USA;men;425;1760;19910.0;lemon, lavender, rosemary, neroli;cloves, geranium, clover;tobacco, sandalwood, ambergris;carlos benaim;rosendo mateu;aromatic;fresh spicy;tobacco;warm spicy;citrus;downloaded_images\20613_herrera_for_men.jpg;carolina-herrera
20617;https://www.fragrantica.com/perfume/dior/eau-sauvage-fraicheur-cuir-1242.html;eau-sauvage-fraicheur-cuir;dior;France;men;425;184;20070.0;amalfi lemon;virginia cedar;leather, amber;fran�ois demachy;;citrus;leather;amber;woody;animalic;downloaded_images\20617_eau_sauvage_fraicheur_cuir.jpg;dior
20618;https://www.fragrantica.com/perfume/dior/gris-dior-new-look-limited-edition-71823.html;gris-dior-new-look-limited-edition;dior;France;unisex;425;56;20220.0;bergamot;rose, jasmine;patchouli, moss, cedar, sandalwood, amber;fran�ois demachy;;woody;rose;citrus;earthy;patchouli;downloaded_images\20618_gris_dior_new_look_limited_edition.jpg;dior
20623;https://www.fragrantica.com/perfume/giorgio-armani/new-york-46272.html;new-york;giorgio-armani;Italy;unisex;425;96;20170.0;aldehydes, white pepper, neroli essence;iris, white tea, peony, ambrette (musk mallow);vanilla, white musk, incense, cashmeran;fanny bal;;musky;powdery;fresh;floral;amber;downloaded_images\20623_new_york.jpg;giorgio-armani
20624;https://www.fragrantica.com/perfume/giorgio-armani/vetiver-d-hiver-vetiver-babylone-2698.html;vetiver-d-hiver-vetiver-babylone;giorgio-armani;Italy;men;425;1098;20080.0;bergamot, lemon, mandarin orange;pink pepper, cardamom, coriander;vetiver, patchouli;alberto morillas;;citrus;aromatic;woody;earthy;;downloaded_images\20624_vetiver_d_hiver_vetiver_babylone.jpg;giorgio-armani
20625;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-night-421.html;emporio-armani-night;giorgio-armani;Italy;men;425;220;20030.0;grapefruit, mandarin orange, bergamot;violet, cardamom, sage;tonka bean, musk, cedar, sandalwood, patchouli, vanilla;unknown;;woody;powdery;warm spicy;aromatic;citrus;downloaded_images\20625_emporio_armani_night.jpg;giorgio-armani
20638;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-couple-18826.html;classique-couple;jean-paul-gaultier;France;women;425;102;20130.0;orange blossom, bergamot, rose, mandarin orange, star anise, pear;orchid, ylang-ylang, iris, tuberose, ginger, plum;vanilla, amber, sandalwood, cinnamon, musk;unknown;;white floral;citrus;sweet;powdery;floral;downloaded_images\20638_classique_couple.jpg;jean-paul-gaultier
20639;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-popeye-eau-fraiche-36636.html;le-male-popeye-eau-fraiche;jean-paul-gaultier;France;men;425;782;20160.0;mint, aldehydes, neroli;sage, sclarene;vanilla, tonka bean, sandalwood;natalie gracia-cetto;;vanilla;aromatic;green;aldehydic;fresh spicy;downloaded_images\20639_le_male_popeye_eau_fraiche.jpg;jean-paul-gaultier
20640;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-superman-eau-fraiche-43712.html;le-male-superman-eau-fraiche;jean-paul-gaultier;France;men;425;807;20170.0;mint, aldehydes, neroli;sage, clary sage, amber, woody notes;vanilla, tonka bean, sandalwood;natalie gracia-cetto;;aromatic;vanilla;green;aldehydic;amber;downloaded_images\20640_le_male_superman_eau_fraiche.jpg;jean-paul-gaultier
20643;https://www.fragrantica.com/perfume/lattafa-perfumes/ameer-al-oudh-intense-oud-64947.html;ameer-al-oudh-intense-oud;lattafa-perfumes;UAE;unisex;425;2886;20210.0;woodsy notes, agarwood (oud);sugar, vanilla;agarwood (oud), sandalwood, herbal notes;unknown;;woody;vanilla;sweet;oud;powdery;downloaded_images\20643_ameer_al_oudh_intense_oud.jpg;lattafa-perfumes
20644;https://www.fragrantica.com/perfume/lattafa-perfumes/malik-al-tayoor-concentrated-72823.html;malik-al-tayoor-concentrated;lattafa-perfumes;UAE;unisex;425;100;20220.0;apple, pineapple, bergamot;clary sage, violet leaf;cashmeran, labdanum;unknown;;fruity;woody;musky;fresh;amber;downloaded_images\20644_malik_al_tayoor_concentrated.jpg;lattafa-perfumes
20648;https://www.fragrantica.com/perfume/maison-alhambra/berlinetta-84594.html;berlinetta;maison-alhambra;UAE;unisex;425;85;20220.0;plum, peach;violet, peony;leather, patchouli, vanilla, musk;unknown;;fruity;leather;powdery;sweet;animalic;downloaded_images\20648_berlinetta.jpg;maison-alhambra
20649;https://www.fragrantica.com/perfume/maison-alhambra/tobacco-touch-79943.html;tobacco-touch;maison-alhambra;UAE;unisex;425;922;;tobacco, spicy notes;tobacco, vanilla, tonka bean, cacao;dried fruits, woody notes;unknown;;vanilla;sweet;tobacco;warm spicy;fruity;downloaded_images\20649_tobacco_touch.jpg;maison-alhambra
20652;https://www.fragrantica.com/perfume/natura/ares-de-shiraz-34006.html;ares-de-shiraz;natura;Brazil;women;425;60;19970.0;pear, violet, bergamot, lime, violet leaves;tea rose, lily-of-the-valley, cassis, lily, peach;musk, sandalwood, patchouli;ver�nica kato;;fruity;citrus;white floral;green;fresh;downloaded_images\20652_ares_de_shiraz.jpg;natura
20653;https://www.fragrantica.com/perfume/natura/intuicao-33955.html;intuicao;natura;Brazil;women;425;228;19980.0;orange blossom, ylang-ylang, narcissus, freesia, osmanthus;apricot, gardenia, mimosa, iris, peony;musk, oakmoss, woodsy notes;ver�nica kato;;yellow floral;floral;white floral;powdery;sweet;downloaded_images\20653_intuicao.jpg;natura
20654;https://www.fragrantica.com/perfume/natura/essencial-ato-81874.html;essencial-ato;natura;Brazil;men;425;194;20230.0;priprioca, orange, black pepper, pataqueira, watery notes, bergamot, cardamom;osmanthus, redwood flower, solar notes, lily of the valley, jasmine sambac, orange blossom;sandalwood, vetiver, amber, guaiac wood, cedar, musk, moss;ver�nica kato;;woody;aromatic;white floral;citrus;floral;downloaded_images\20654_essencial_ato.jpg;natura
20655;https://www.fragrantica.com/perfume/natura/essencial-oud-pimenta-67195.html;essencial-oud-pimenta;natura;Brazil;men;425;359;20210.0;black pepper, pepper, saffron, priprioca, ishpink, ocotea quixos, bergamot, lemon;rose, blueberry, raspberry, apple, clary sage, geranium, coriander;agarwood (oud), patchouli, musk, leather, gurjan balsam, breu-branco, sandalwood, amber, peru balsam, vetiver, cypriol oil or nagarmotha;unknown;;fresh spicy;warm spicy;oud;woody;fruity;downloaded_images\20655_essencial_oud_pimenta.jpg;natura
20656;https://www.fragrantica.com/perfume/natura/formula-do-humor-26113.html;formula-do-humor;natura;Brazil;men;425;97;20110.0;black pepper, bergamot, pink pepper, mandarin orange, mint;violet leaf, hazelnut, jasmine, cassis;amber, woodsy notes, vetiver, guaiacol, musk, cedar, benzoin, patchouli, sandalwood;ver�nica kato;;amber;woody;fresh spicy;ozonic;aquatic;downloaded_images\20656_formula_do_humor.jpg;natura
20657;https://www.fragrantica.com/perfume/natura/humor-6-paz-e-humor-26110.html;humor-6-paz-e-humor;natura;Brazil;men;425;915;20100.0;bergamot, orange blossom, mandarin orange, orange;lavender, jasmine, geranium;musk, amber, sandalwood, cedar;marion costero;ver�nica kato;citrus;white floral;fresh spicy;aromatic;woody;downloaded_images\20657_humor_6_paz_e_humor.jpg;natura
20658;https://www.fragrantica.com/perfume/natura/acerola-e-hibisco-76361.html;acerola-e-hibisco;natura;Brazil;women;425;142;20220.0;acerola, lemon, bergamot, mandarin orange;hibiscus, hedione;musk, transparent woods;ver�nica kato;;citrus;floral;fruity;musky;fresh spicy;downloaded_images\20658_acerola_e_hibisco.jpg;natura
20659;https://www.fragrantica.com/perfume/natura/una-intenso-33954.html;una-intenso;natura;Brazil;women;425;125;20150.0;strawberry, orange, blackberry, mandarin orange, pomelo, bergamot;jasmine, lily-of-the-valley, apricot, rose, peony;dark chocolate, praline, patchouli, musk, sandalwood, cedar;ver�nica kato;;sweet;citrus;fruity;woody;warm spicy;downloaded_images\20659_una_intenso.jpg;natura
20663;https://www.fragrantica.com/perfume/o-boticario/cecita-blossom-52571.html;cecita-blossom;o-boticario;Brazil;women;425;254;20180.0;green leaves, mandarin orange, bergamot;narcissus, lily-of-the-valley, violet, jasmine;musk, cedar, sandalwood, vanilla, vetiver;unknown;;green;white floral;powdery;woody;citrus;downloaded_images\20663_cecita_blossom.jpg;o-boticario
